Genre,Number of Reviews,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
28,111881,16.0,2,10.0,94.79,3,6,24,2020,10000000,10,2
14,539,19.0,2,0.0,0.0,3,1,5,2019,5000,11,1
39,16469,3.6,4,0.0,0.0,3,3,23,2020,1000000,11,0
28,130,7.8,13,0.0,0.0,3,7,7,2011,10000,3,0
36,1161099,40.0,9,74.99,4499.0,18,6,19,2020,50000000,16,7
13,353565,41.0,9,74.99,21999.0,18,6,19,2020,10000000,16,7
39,6,7.3,2,0.0,0.0,3,5,2,2019,1000,13,0
29,37471,50.0,2,0.0,0.0,12,11,5,2019,5000000,13,1
28,1758,5.8,2,0.0,0.0,3,1,28,2020,500000,14,0
29,1151604,68.0,6,10.0,4100.0,12,6,8,2020,100000000,11,3
25,42,3.8,2,0.0,0.0,12,3,21,2020,10000,11,0
25,29,8.2,2,0.0,0.0,16,10,25,2019,10000,11,0
25,18,129.0,2,0.0,0.0,16,2,2,2020,1000,16,0
21,392,4.4,5,0.0,0.0,3,2,7,2020,50000,11,0
25,201,28.0,2,0.0,0.0,3,12,12,2019,10000,11,0
15,501,-1.0,0,0.0,0.0,3,12,12,2017,100000,10,0
29,225,9.2,2,0.0,0.0,3,9,26,2019,10000,16,0
33,33622,77.0,2,820.0,9800.0,12,5,4,2020,10000000,14,0
15,2965944,14.0,8,0.0,0.0,3,6,17,2020,100000000,14,0
12,1217854,-1.0,7,0.0,0.0,3,3,4,2020,100000000,14,5
25,2357917,-1.0,0,30.0,2700.0,3,6,22,2020,100000000,0,0
15,767433,14.0,2,0.0,0.0,12,6,16,2020,50000000,14,5
15,8,5.4,2,0.0,0.0,12,8,19,2019,500000,17,4
30,8300104,46.0,8,0.0,0.0,3,6,20,2020,100000000,16,0
14,24,6.6,2,0.0,0.0,3,4,28,2020,1000,18,0
21,8669,15.0,6,25.0,25.0,3,6,24,2020,500000,12,0
2,38330,61.0,2,90.0,8900.0,7,6,25,2020,1000000,11,4
0,197860,67.0,11,90.0,8900.0,7,6,25,2020,10000000,11,4
27,114059,-1.0,0,10.0,550.0,3,6,22,2020,5000000,0,0
37,932665,-1.0,0,40.0,6000.0,7,12,11,2019,100000000,0,2
18,6219,3.7,22,0.0,0.0,3,3,15,2016,1000000,10,0
16,1196,81.0,2,0.0,0.0,3,6,13,2020,100000,16,0
16,10831,20.0,2,0.0,0.0,3,11,20,2019,1000000,10,0
16,3945,66.0,2,0.0,0.0,3,6,24,2020,1000000,14,0
11,265813,40.0,8,0.0,0.0,3,5,20,2020,50000000,11,3
29,1732073,-1.0,12,50.0,20500.0,3,6,4,2020,50000000,17,2
3,33085721,129.0,4,70.0,7900.0,3,6,25,2020,1000000000,14,0
11,28910614,-1.0,0,29.0,11900.0,3,6,12,2020,1000000000,11,7
38,130033,100.0,4,79.0,7900.0,7,6,1,2020,10000000,11,3
18,87,6.8,2,0.0,0.0,3,6,11,2020,5000,13,0
18,45,8.0,5,0.0,0.0,3,6,27,2020,500,11,4
35,1406,21.0,2,170.0,170.0,3,5,6,2020,100000,11,0
15,832,7.6,2,0.0,0.0,3,6,13,2020,10000,12,0
19,6,10.0,4,0.0,0.0,3,1,17,2020,1000,14,0
14,210,6.7,4,200.0,200.0,3,2,11,2020,50000,11,3
30,189,6.7,4,360.0,360.0,3,3,15,2020,10000,11,2
21,12,5.1,4,0.0,0.0,12,11,8,2019,1000,12,0
27,44,22.0,1,0.0,0.0,3,10,14,2019,5000,16,0
14,8,7.3,2,0.0,0.0,3,5,16,2020,100,16,0
39,1570,28.0,2,85.0,85.0,3,6,24,2020,100000,11,3
15,167383,39.0,4,0.0,0.0,12,6,22,2020,50000000,14,5
42,986054,47.0,4,80.0,8000.0,12,6,23,2020,100000000,13,8
28,13,5.6,2,0.0,0.0,3,8,17,2018,10000,10,0
14,199135,29.0,27,40.0,15000.0,3,6,26,2020,1000000,14,3
39,20821,8.7,10,330.0,1800.0,3,4,25,2020,1000000,14,0
39,8452,9.4,10,330.0,1800.0,3,6,12,2020,500000,14,2
28,26552,3.7,2,0.0,0.0,3,5,22,2018,1000000,9,0
15,615,4.3,2,0.0,0.0,12,10,23,2019,50000,10,0
15,105,4.7,2,0.0,0.0,12,2,1,2020,10000,10,0
15,102,5.3,2,0.0,0.0,12,2,9,2020,5000,10,0
15,356,5.1,2,0.0,0.0,12,2,12,2020,10000,10,0
15,10,5.0,2,0.0,0.0,12,2,15,2020,1000,10,0
28,172,5.6,2,0.0,0.0,3,3,17,2020,50000,11,0
36,559265,8.6,6,150.0,150.0,3,6,27,2020,50000000,16,0
28,4430596,-1.0,6,30.0,330.0,3,6,24,2020,100000000,0,0
39,14331249,35.0,7,0.0,0.0,3,6,20,2020,1000000000,11,1
21,517,8.2,13,0.0,0.0,3,6,26,2018,100000,10,1
15,2337,5.8,2,0.0,0.0,3,4,26,2019,500000,11,0
15,1506,16.0,2,0.0,0.0,3,6,23,2020,500000,12,5
29,6622962,-1.0,0,0.0,0.0,3,6,26,2020,500000000,0,0
12,119174,-1.0,4,0.0,0.0,3,5,18,2020,10000000,11,1
15,56,16.0,2,0.0,0.0,3,12,4,2019,1000,11,0
39,188295,7.0,6,80.0,1280.0,3,5,18,2020,10000000,14,0
38,872573,-1.0,2,85.0,26000.0,12,6,26,2020,50000000,0,4
34,1234,6.0,6,0.0,0.0,3,5,11,2020,1000000,14,1
21,54948,74.0,9,0.0,0.0,3,6,10,2020,5000000,11,0
21,858,20.0,2,0.0,0.0,3,4,23,2020,500000,11,0
6,5528640,44.0,7,10.0,13500.0,3,5,29,2020,100000000,11,4
28,230307,10.0,8,95.0,399.0,12,2,26,2020,5000000,16,4
29,136455,-1.0,2,0.0,0.0,3,5,17,2020,10000000,0,0
36,140,8.2,5,0.0,0.0,3,2,6,2019,10000,11,0
43,1289056,-1.0,7,50.0,250.06,3,4,15,2019,10000000,9,2
33,2147694,104.0,2,65.0,6700.0,12,6,26,2020,10000000,9,2
8,1613,18.0,4,0.0,0.0,3,6,24,2020,50000,11,0
16,896,10.0,4,0.0,0.0,3,6,5,2020,50000,14,0
15,176174,14.0,2,90.0,5500.0,12,6,20,2020,10000000,16,4
32,379891,114.0,2,20.0,3487.99,12,6,23,2020,50000000,11,2
3,249635,27.0,2,95.0,1300.0,3,6,17,2020,50000000,11,0
30,5142,2.4,2,63.02,63.02,3,5,10,2015,1000000,13,2
25,1337179,-1.0,0,0.0,0.0,3,6,13,2020,50000000,16,0
25,46453,7.4,6,53.55,272.4,12,6,2,2020,1000000,11,3
25,6602,7.1,6,190.0,190.0,12,3,6,2020,100000,11,3
12,727154,57.0,1,0.0,0.0,3,3,21,2019,10000000,16,6
39,1841,15.0,4,0.0,0.0,3,3,16,2020,100000,11,4
29,850941,62.0,7,0.0,0.0,3,5,27,2020,50000000,14,0
31,3150,47.0,2,0.0,0.0,3,6,11,2020,500000,11,3
31,226,47.0,2,0.0,0.0,3,6,24,2020,10000,11,3
8,309,91.0,6,0.0,0.0,3,6,22,2020,50000,16,0
0,742374,87.0,6,15.0,8300.0,18,6,25,2020,50000000,14,3
35,1078866,92.0,6,15.0,8100.0,18,5,18,2020,100000000,11,3
5,555,109.0,4,7900.0,19600.0,3,6,19,2020,10000,14,0
15,60,6.9,2,0.0,0.0,3,5,24,2020,10000,14,0
30,2826,5.0,4,0.0,0.0,3,8,13,2019,5000000,16,5
12,178664,-1.0,0,0.0,0.0,3,6,24,2020,10000000,14,6
30,4956793,-1.0,18,61.49,470.0,3,6,16,2020,1000000000,18,3
37,470940,71.0,2,34.0,6770.12,3,4,4,2020,50000000,11,2
37,2123445,-1.0,0,49.0,5500.0,3,5,28,2020,100000000,11,2
37,19089867,59.0,6,10.0,6770.12,3,6,25,2020,500000000,11,2
34,92,35.0,2,0.0,0.0,3,6,5,2020,10000,16,0
16,3362,4.0,2,0.0,0.0,3,8,22,2019,100000,11,0
15,282,14.0,12,0.0,0.0,3,7,24,2019,100000,10,1
39,939,-1.0,0,0.0,0.0,3,4,23,2019,100000,10,0
42,101,56.0,5,0.0,0.0,3,3,25,2020,10000,11,3
23,39,86.0,5,0.0,0.0,3,2,27,2019,10000,14,0
23,21,-1.0,6,0.0,0.0,3,6,2,2020,5000,18,0
14,169,5.4,2,0.0,0.0,3,2,16,2020,10000,10,0
25,102,83.0,5,0.0,0.0,16,12,21,2019,5000,11,0
16,232,13.0,7,0.0,0.0,3,11,22,2019,10000,12,0
8,5256,19.0,29,0.0,0.0,3,6,18,2020,100000,11,4
16,25028,20.0,2,0.0,0.0,3,5,9,2020,1000000,13,0
0,20196973,99.0,0,10.0,7900.0,7,6,22,2020,100000000,11,3
16,26162,-1.0,0,0.0,0.0,3,4,30,2020,1000000,0,0
42,2009159,15.0,7,0.0,0.0,12,6,23,2020,100000000,16,1
14,15,17.0,2,0.0,0.0,3,7,15,2019,1000,9,2
6,19597,13.0,2,120.0,6200.0,3,11,20,2019,10000000,11,4
8,869893,-1.0,0,58.19,4200.0,3,6,24,2020,100000000,0,3
28,14363,6.1,5,0.0,0.0,3,6,24,2020,1000000,10,0
27,54,8.4,2,80.0,80.0,3,2,8,2020,10000,11,0
40,414526,17.0,19,0.0,0.0,3,5,1,2020,10000000,11,0
40,3420,1.8,33,0.0,0.0,3,5,27,2017,1000000,5,0
39,6492,12.0,8,890.0,1150.0,3,6,23,2020,500000,9,3
18,19023,34.0,10,0.0,0.0,3,6,24,2020,1000000,18,0
11,3349757,-1.0,0,10.0,25000.0,12,6,24,2020,100000000,11,3
6,818448,-1.0,2,10.0,25000.0,3,6,27,2020,50000000,11,4
39,1474,3.8,4,0.0,0.0,3,3,4,2020,5000000,16,2
25,355,6.3,2,220.0,220.0,3,3,3,2020,100000,11,0
25,65,88.0,2,0.0,0.0,3,7,2,2019,10000,9,0
25,1075692,-1.0,0,130.0,130.0,3,3,6,2020,50000000,0,3
8,71,8.3,7,0.0,0.0,3,3,16,2020,10000,18,0
42,9210206,-1.0,0,0.0,0.0,3,6,23,2020,500000000,0,0
34,2786944,-1.0,0,0.0,0.0,3,6,9,2020,50000000,0,0
13,48,8.4,2,0.0,0.0,18,10,30,2017,10000,14,1
27,258867,52.0,6,0.0,0.0,3,1,8,2020,10000000,16,1
36,9241,101.0,4,0.0,0.0,18,12,13,2019,100000,11,8
36,26394,100.0,4,0.0,0.0,12,12,13,2019,100000,11,5
36,784,100.0,4,0.0,0.0,12,12,13,2019,50000,11,5
36,4841,100.0,4,0.0,0.0,12,12,13,2019,100000,11,5
11,1369676,9.9,2,53.14,6010.4,3,7,14,2019,10000000,6,6
15,682622,-1.0,0,75.0,3700.0,12,6,19,2020,50000000,0,1
15,122439,14.0,5,0.0,0.0,12,4,28,2020,10000000,11,5
33,20365,78.0,2,70.0,7400.0,12,6,18,2020,500000,12,3
0,581402,98.0,2,70.0,6700.0,12,6,23,2020,10000000,11,3
2,493272,80.0,2,65.0,6500.0,16,5,27,2020,10000000,14,1
15,9183299,56.0,9,500.0,821.73,12,6,25,2020,500000000,16,0
15,659,-1.0,0,0.0,0.0,12,6,18,2020,10000000,0,0
8,1169559,-1.0,8,80.0,2500.0,3,6,15,2020,50000000,0,3
14,152,5.4,2,0.0,0.0,3,5,30,2020,10000,16,0
29,676540,46.0,7,0.0,0.0,12,6,23,2020,50000000,14,4
14,6,18.0,6,0.0,0.0,3,4,22,2020,100,14,0
33,184019,93.0,1,65.0,6300.0,7,2,27,2020,1000000,9,3
33,66241,66.0,2,85.0,6900.0,7,6,24,2020,1000000,14,1
42,2786301,87.0,6,56.11,2321.66,3,5,27,2020,100000000,16,3
2,13347738,-1.0,1,29.0,7900.0,3,6,25,2020,100000000,16,11
14,21729,9.6,14,0.0,0.0,3,6,24,2020,500000,11,0
20,17,17.0,2,0.0,0.0,3,3,4,2020,1000,16,0
30,190348,19.0,4,0.0,0.0,3,6,22,2020,10000000,11,0
29,1181775,-1.0,0,0.0,0.0,3,4,14,2020,100000000,0,0
0,1480069,-1.0,5,799.0,799.0,3,12,19,2019,100000000,14,2
33,154,95.0,1,0.0,0.0,12,1,1,2018,5000,9,0
36,98,13.0,8,0.0,0.0,16,11,4,2018,10000,10,0
0,76006,89.0,4,15.0,9600.0,18,5,28,2020,10000000,11,0
25,30,1.4,2,60.0,310.0,3,8,8,2018,5000,10,2
39,82,2.3,3,0.0,0.0,3,6,9,2020,10000,13,0
14,195,18.0,6,0.0,0.0,3,2,13,2020,5000,14,0
25,22896,-1.0,0,60.0,950.0,3,6,19,2020,5000000,0,4
27,1420,7.8,2,0.0,0.0,3,10,14,2019,50000,9,0
9,230656,-1.0,0,10.0,25000.0,3,4,17,2020,10000000,0,4
10,1458801,-1.0,0,10.0,26000.0,12,4,20,2020,50000000,0,3
28,2404661,-1.0,0,90.0,1900.0,3,5,11,2020,100000000,0,4
0,500118,99.0,2,80.0,7900.0,12,6,19,2020,10000000,13,3
32,352453,-1.0,4,45.0,11900.0,3,6,11,2020,10000000,11,10
22,1426132,26.0,7,0.0,0.0,3,6,24,2020,100000000,11,0
34,2032688,14.0,16,0.0,0.0,12,6,20,2020,100000000,11,3
0,62,73.0,2,85.0,85.0,16,4,8,2020,10000,12,0
40,546,14.0,2,65.0,65.0,3,10,12,2019,50000,11,0
21,3611,5.1,5,0.0,0.0,3,10,22,2019,500000,9,0
27,255999,12.0,9,0.0,0.0,3,6,17,2020,50000000,0,0
12,3277439,-1.0,0,0.0,0.0,3,6,25,2020,100000000,0,7
12,235179,-1.0,0,0.0,0.0,3,6,26,2020,10000000,0,7
12,6975659,-1.0,0,0.0,0.0,3,5,30,2020,100000000,0,7
12,602500,-1.0,0,0.0,0.0,3,5,29,2020,50000000,0,7
14,154,14.0,2,0.0,0.0,3,4,18,2018,10000,11,2
42,157827,71.0,14,0.0,0.0,3,5,29,2020,10000000,16,0
39,5393,9.7,8,170.0,1800.0,3,6,17,2020,500000,11,0
26,224970,52.0,4,270.0,270.0,3,6,19,2020,50000000,11,0
12,51,11.0,1,0.0,0.0,3,12,28,2019,5000,14,0
0,57215,42.0,4,35.0,8300.0,3,6,5,2020,10000000,11,3
14,3062,8.2,4,0.0,0.0,3,4,28,2020,100000,9,0
0,509,72.0,2,160.0,8200.0,16,6,26,2019,50000,5,3
15,752044,47.0,4,85.0,1450.0,3,9,28,2019,100000000,14,3
11,12007966,93.0,6,85.0,8600.0,3,6,24,2020,500000000,14,3
11,1018089,100.0,2,85.0,8600.0,3,3,12,2020,100000000,14,2
11,2624422,110.0,4,85.0,8600.0,3,6,11,2020,100000000,14,2
11,16250955,92.0,7,45.0,8600.0,3,6,17,2020,500000000,14,3
11,280106,85.0,2,170.0,8600.0,3,6,3,2020,10000000,14,3
15,1719432,53.0,5,85.0,850.0,3,3,23,2020,100000000,14,3
15,1841155,-1.0,4,85.0,1700.0,3,6,24,2020,100000000,14,3
11,2084769,55.0,5,60.0,850.0,3,6,15,2020,100000000,14,4
15,3301072,55.0,7,85.0,2150.0,3,4,15,2019,100000000,11,3
14,28,3.2,2,0.0,0.0,3,5,13,2019,1000,10,0
21,26730,5.9,8,0.0,0.0,3,6,12,2020,1000000,16,0
21,65,5.7,8,0.0,0.0,3,6,12,2020,1000,16,0
40,528174,18.0,7,0.0,0.0,3,6,23,2020,10000000,11,0
36,841683,90.0,6,70.0,13800.0,18,6,23,2020,10000000,16,5
4,9,9.7,2,0.0,0.0,3,1,23,2020,5000,11,0
28,13,7.4,2,0.0,0.0,3,1,13,2020,5000,11,0
28,6,6.1,2,0.0,0.0,3,1,5,2020,5000,11,0
4,14,6.0,2,0.0,0.0,3,1,22,2020,10000,11,0
21,29,24.0,2,0.0,0.0,12,7,14,2019,10000,10,1
21,16,15.0,2,0.0,0.0,12,4,8,2019,5000,10,1
21,26,31.0,2,0.0,0.0,3,6,27,2019,10000,10,0
36,311673,-1.0,6,30.0,150.0,3,6,5,2020,10000000,0,0
36,113574,43.0,2,69.0,24900.0,18,6,11,2020,10000000,16,8
8,22982,54.0,43,0.0,0.0,3,6,27,2020,1000000,16,0
16,169587,32.0,5,0.0,0.0,3,6,22,2020,10000000,13,0
39,259462,6.8,10,130.0,130.0,3,5,15,2020,50000000,9,0
35,233519,45.0,2,250.0,250.0,3,3,16,2020,50000000,11,0
4,135976,13.0,4,139.0,139.0,3,6,18,2020,5000000,11,0
4,230148,15.0,4,80.0,139.0,3,6,18,2020,10000000,10,0
39,486,6.6,12,0.0,0.0,3,6,13,2020,100000,10,0
16,4701449,35.0,6,0.0,0.0,3,6,22,2020,100000000,13,0
16,132462,-1.0,1,0.0,0.0,3,6,20,2020,5000000,14,0
39,279,19.0,2,0.0,0.0,3,1,3,2020,10000,11,0
39,145,17.0,2,0.0,0.0,3,3,27,2020,10000,16,0
15,111664,-1.0,0,0.0,0.0,3,6,16,2020,10000000,0,3
29,9615202,-1.0,0,20.0,8200.0,12,6,27,2020,500000000,0,4
21,261161,41.0,9,74.99,4499.0,18,6,19,2020,10000000,16,7
28,375786,19.0,6,63.09,1334.48,3,12,21,2018,10000000,11,0
21,6592024,-1.0,0,0.0,0.0,12,6,23,2020,100000000,0,1
36,17528,2.3,2,0.0,0.0,12,6,12,2020,1000000,11,1
39,13367,11.0,8,160.0,1750.0,3,6,23,2020,100000,11,2
35,235374,74.0,5,65.7,6700.0,12,4,21,2017,5000000,10,2
1,130371,83.0,5,250.0,399.0,3,2,24,2020,50000000,11,0
1,5125,104.0,4,250.0,250.0,3,2,4,2019,5000000,11,0
0,2688562,-1.0,0,79.0,6400.0,7,8,1,2019,100000000,0,2
42,363954,17.0,4,85.0,365.0,3,6,26,2020,10000000,12,0
11,9132824,146.0,6,35.0,7900.0,3,6,18,2020,100000000,12,2
11,8363403,154.0,5,40.0,7900.0,3,6,17,2020,100000000,12,3
11,7566416,142.0,9,10.0,7900.0,3,6,25,2020,100000000,12,3
15,165639,-1.0,10,65.0,9600.0,3,6,24,2020,10000000,0,2
35,77276,148.0,2,250.0,250.0,18,5,7,2020,10000000,14,0
12,515909,22.0,42,65.0,6500.0,3,6,25,2020,50000000,9,8
14,39543,92.0,2,79.0,380.0,3,5,27,2020,10000000,12,0
18,57,22.0,4,1650.0,8700.0,3,5,18,2020,10000,14,0
42,23,20.0,4,0.0,0.0,3,1,21,2019,1000,9,0
36,8,31.0,5,0.0,0.0,3,12,4,2019,1000,12,1
39,11342,39.0,6,0.0,0.0,3,12,5,2019,500000,16,0
42,2602,11.0,4,0.0,0.0,3,12,26,2019,1000000,12,0
42,3973,12.0,4,85.0,85.0,3,3,27,2020,1000000,12,0
12,10,25.0,4,0.0,0.0,3,4,30,2020,1000,11,5
39,246789,15.0,4,10.0,199.0,3,2,6,2020,10000000,11,4
34,817183,-1.0,0,0.0,0.0,12,6,25,2020,10000000,0,11
27,506085,8.1,4,0.0,0.0,12,6,25,2020,10000000,16,1
17,21,26.0,2,0.0,0.0,3,3,26,2020,5000,16,0
15,45,8.9,5,0.0,0.0,3,5,29,2020,1000,14,0
14,68,5.2,4,0.0,0.0,3,6,11,2020,100,12,0
39,7,14.0,2,0.0,0.0,3,11,20,2019,5000,14,0
14,10,-1.0,2,0.0,0.0,3,6,8,2020,100,11,0
8,17,32.0,18,0.0,0.0,3,9,20,2019,5000,14,0
12,5,5.4,6,0.0,0.0,3,3,12,2019,1000,11,0
12,133,6.7,6,0.0,0.0,12,11,7,2019,100000,11,1
8,225,16.0,2,0.0,0.0,3,6,19,2019,10000,11,0
42,1647,13.0,4,0.0,0.0,3,5,2,2019,100000,11,0
2,14115064,91.0,4,30.0,13000.0,7,6,25,2020,100000000,14,4
14,118,3.4,2,0.0,0.0,3,4,19,2020,10000,14,0
15,250928,7.1,7,0.0,0.0,12,2,14,2020,10000000,14,0
36,376404,20.0,8,0.0,0.0,12,6,11,2020,50000000,13,1
34,36,8.9,4,0.0,0.0,3,7,8,2016,10000,10,4
42,98028,31.0,5,55.0,3050.0,3,6,18,2020,5000000,14,0
42,1154810,29.0,5,55.0,3050.0,3,3,31,2020,10000000,14,0
30,2747120,26.0,5,55.0,3050.0,3,6,4,2020,100000000,14,0
14,53408,37.0,2,0.0,0.0,3,6,19,2020,10000000,11,0
16,88,12.0,6,0.0,0.0,3,1,2,2020,1000,14,0
14,10496,-1.0,0,0.0,0.0,3,6,24,2020,100000,0,0
11,3299,101.0,2,0.0,0.0,3,12,23,2019,100000,14,0
39,6562,-1.0,0,0.0,0.0,3,12,26,2019,50000000,0,0
39,8965,-1.0,0,0.0,0.0,3,12,26,2019,10000000,0,0
14,3090,25.0,6,0.0,0.0,3,5,27,2020,100000,19,1
36,4241,6.3,4,0.0,0.0,12,7,12,2019,500000,16,1
16,423924,24.0,2,0.0,0.0,3,6,22,2020,50000000,14,0
32,1635,34.0,1,0.0,0.0,3,6,13,2015,100000,5,0
31,80,29.0,2,0.0,0.0,3,7,29,2019,1000,10,0
33,350372,80.0,1,39.0,26000.0,12,6,10,2020,10000000,14,3
36,121218,60.0,2,55.0,20200.0,18,6,19,2020,10000000,16,7
25,531303,24.0,18,0.0,0.0,3,6,11,2020,500000000,16,0
12,1736632,-1.0,13,0.0,0.0,3,6,19,2020,1000000000,0,6
39,166896,31.0,37,520.0,6200.0,3,6,21,2020,10000000,11,0
0,49618,43.0,2,190.0,190.0,3,6,25,2020,10000000,11,3
36,3841817,-1.0,8,52.33,26000.0,16,6,26,2020,100000000,16,8
25,3788032,-1.0,0,0.0,0.0,12,6,23,2020,100000000,0,0
29,269055,-1.0,0,0.0,0.0,3,1,13,2017,10000000,0,0
42,11725,5.5,7,0.0,0.0,3,3,20,2020,5000000,16,0
34,563340,15.0,5,0.0,0.0,3,6,26,2020,50000000,11,0
31,77,-1.0,0,0.0,0.0,3,11,4,2017,10000,0,0
14,6935,9.3,10,0.0,0.0,3,6,6,2020,100000,11,0
12,118651,69.0,11,0.0,0.0,3,4,13,2020,10000000,14,0
12,11154068,-1.0,0,0.0,0.0,3,6,18,2020,1000000000,0,5
4,29,5.5,2,0.0,0.0,3,1,31,2020,10000,16,0
39,162694,8.8,2,39.0,39.0,3,6,2,2020,10000000,11,2
36,22637075,61.0,12,0.0,0.0,12,6,23,2020,1000000000,14,7
34,1852712,16.0,9,0.0,0.0,3,6,24,2020,100000000,11,1
38,1425309,99.0,7,54.29,8200.0,3,6,3,2020,50000000,14,2
29,2727,14.0,2,0.0,0.0,3,6,16,2020,1000000,17,0
39,1430,5.6,1,0.0,0.0,3,3,22,2020,100000,11,0
14,467303,12.0,5,70.0,2800.0,12,6,25,2020,5000000,11,1
14,77389,6.2,6,0.0,0.0,3,8,15,2019,1000000,10,1
15,1197321,26.0,7,10.0,2300.0,12,6,24,2020,100000000,14,0
21,433,8.4,14,0.0,0.0,3,6,26,2018,100000,10,1
36,46,12.0,9,0.0,0.0,16,11,4,2018,10000,10,0
36,215,13.0,8,0.0,0.0,16,11,4,2018,50000,10,0
14,280,21.0,4,0.0,0.0,3,2,11,2020,10000,14,3
14,3701,6.1,5,0.0,0.0,3,12,11,2019,100000,13,0
32,644924,-1.0,6,10.0,4800.0,3,6,26,2020,50000000,12,2
25,19138732,-1.0,0,0.0,0.0,12,6,26,2020,500000000,0,5
36,823985,74.0,11,80.0,5500.0,12,6,22,2020,100000000,10,5
42,19095,5.8,2,0.0,0.0,3,5,30,2019,1000000,11,0
42,1360504,99.0,7,0.0,0.0,3,7,8,2019,100000000,16,2
15,203975,-1.0,0,0.0,0.0,12,6,19,2020,10000000,0,0
38,52836535,147.0,15,79.0,7900.0,7,6,24,2020,500000000,11,3
11,11474288,124.0,44,79.0,7900.0,3,4,16,2020,100000000,11,3
14,44,2.3,2,0.0,0.0,3,1,26,2019,10000,9,0
12,104,3.6,9,0.0,0.0,3,3,13,2020,10000,7,9
25,43,41.0,2,0.0,0.0,16,11,20,2019,5000,14,0
14,146,6.4,4,0.0,0.0,3,4,7,2020,50000,11,0
29,52290,30.0,4,80.0,2700.0,3,6,24,2020,10000000,16,0
15,88,1.8,2,0.0,0.0,3,9,5,2017,5000,10,0
12,1099,3.9,4,0.0,0.0,3,10,24,2019,50000,9,1
11,142085,75.0,2,56.0,282.2,3,9,2,2019,10000000,14,3
15,416,48.0,13,490.0,9500.0,16,5,13,2020,100000,14,4
14,6286,78.0,6,60.0,250.0,3,9,9,2019,1000000,10,0
14,5015,76.0,20,80.0,320.0,3,6,25,2020,1000000,10,2
0,2060,25.0,2,80.0,4100.0,16,5,10,2019,100000,5,3
32,781603,-1.0,0,33.49,4900.0,12,6,15,2020,10000000,0,2
14,108,27.0,2,0.0,0.0,3,11,20,2018,10000,18,1
15,3035,5.0,2,0.0,0.0,3,6,2,2020,500000,16,0
7,29,3.9,2,0.0,0.0,3,3,15,2018,10000,11,0
10,1370435,-1.0,7,10.0,26000.0,12,6,26,2020,50000000,11,3
16,12356,-1.0,0,0.0,0.0,3,5,25,2020,500000,0,0
0,29728539,50.0,1,10.0,16300.0,16,5,7,2020,100000000,13,3
0,5306001,53.0,1,10.0,8500.0,16,5,13,2020,100000000,10,1
25,127,19.0,8,0.0,0.0,12,4,1,2020,10000,12,1
15,153619,32.0,4,10.0,4950.0,3,6,27,2020,10000000,14,3
39,514991,12.0,6,50.0,100.0,3,6,16,2020,50000000,11,0
30,7739,35.0,2,0.0,0.0,3,5,11,2020,500000,16,0
21,6167,30.0,7,0.0,0.0,3,5,16,2020,100000,16,0
25,35745,4.8,2,0.0,0.0,12,2,29,2020,5000000,16,0
39,7472,4.3,10,0.0,0.0,3,5,30,2020,5000000,10,0
6,347094,6.6,39,0.0,0.0,3,12,18,2018,50000000,9,0
27,142405,15.0,6,0.0,0.0,3,6,22,2020,50000000,11,1
21,3913744,67.0,13,29.0,25100.0,18,6,24,2020,100000000,18,7
6,899,46.0,5,70.0,3100.0,3,8,30,2019,500000,17,4
1,32033,-1.0,2,70.0,6600.0,7,5,12,2020,1000000,11,2
12,3700,41.0,4,0.0,0.0,3,6,19,2020,500000,18,5
42,27343,19.0,9,0.0,0.0,3,6,8,2020,5000000,14,0
39,179,-1.0,0,0.0,0.0,3,5,29,2020,10000,0,5
14,256,12.0,5,0.0,0.0,3,6,17,2020,10000,14,3
11,180443,67.0,6,15.0,21800.0,18,6,13,2020,10000000,11,3
39,33580,4.2,2,65.0,65.0,3,5,4,2019,1000000,10,0
32,2851773,31.0,9,80.0,8300.0,3,6,18,2020,100000000,12,2
30,3524924,51.0,9,0.0,0.0,3,6,25,2020,500000000,16,0
30,21,16.0,2,0.0,0.0,3,6,8,2020,1000,16,1
39,1373,7.3,7,0.0,0.0,3,5,30,2020,100000,10,0
21,2191,16.0,2,0.0,0.0,12,8,15,2019,500000,10,0
30,1122,15.0,6,0.0,0.0,3,3,13,2020,50000,10,0
28,402970,16.0,6,0.0,0.0,3,6,18,2020,50000000,16,0
28,222504,18.0,6,0.0,0.0,3,6,18,2020,50000000,16,0
39,160,12.0,2,0.0,0.0,3,2,13,2019,10000,12,0
28,728,12.0,2,0.0,0.0,3,10,16,2019,100000,12,0
12,13059993,-1.0,0,30.0,5000.0,3,6,25,2020,500000000,0,3
14,140,3.8,2,0.0,0.0,3,12,7,2019,10000,14,0
36,3464304,25.0,18,0.0,0.0,12,6,24,2020,100000000,16,1
35,155114,78.0,35,65.0,1300.0,16,6,2,2020,10000000,11,3
35,181958,72.0,35,65.0,1300.0,12,6,2,2020,10000000,11,3
36,847,3.1,4,250.0,17900.0,18,6,11,2020,100000,12,1
15,2078439,-1.0,0,30.0,499.0,16,6,19,2020,100000000,0,2
27,15553898,-1.0,0,0.0,0.0,12,6,23,2020,500000000,0,5
27,100420,1.3,4,0.0,0.0,12,4,30,2020,10000000,16,5
